,image_file,seen_data_numeric,size_used,closing_ssd,closing_eng,otsu_ssd,otsu_eng,gaus_ssd,gaus_eng,thresh_eng,thresh_ssd
0,['.\\sipaimages\\5\\11.jpg'],10.51,380,1.1,1,77101,,3.411812777777711e+20,,,84
0,['.\\sipaimages\\5\\12.jpg'],10.51,380,,,10011,,['6041411717777711111711114441000017'],1.1,['.'],42.10011111
0,['.\\sipaimages\\5\\13.jpg'],10.46,380,14441141,,,,['112777114411723171111111691111181010111'],['....41'],1,21011101131061
0,['.\\sipaimages\\5\\14.jpg'],10.46,380,3,,711181,0.3,1.4111117777777276e+24,['11.......5.'],,11
0,['.\\sipaimages\\5\\15.jpg'],10.69,380,1037081,,,,6111.911111111,,['.'],['..3491000000004']
0,['.\\sipaimages\\5\\16.jpg'],10.14,380,411008115119.1,,400011141,['.'],14145111011,,,17311011
0,['.\\sipaimages\\5\\17.jpg'],10.23,380,1,,74011,,['11621111401111117.71111111115.44152237'],,753,191169116783
0,['.\\sipaimages\\5\\18.jpg'],-19.53,380,1.3,,1777,['.'],['1177777111141160401052111'],3,2.0,2400222311745496116
0,['.\\sipaimages\\5\\19.jpg'],-18.24,380,['7744288...001216711'],0.14,['47744149111114101710801081611114'],['..'],['1410.111111461111125711162522291625005102411710031.88181153'],['.'],['..0'],['1.111117777710010182.0810114']
0,['.\\sipaimages\\5\\2.jpg'],-7.94,380,558,['.'],11,,11,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,380,74,['.'],['7974911118.124534.1100411'],['.'],['1111711111171173111114466141'],['.'],2,4044578711601.09
0,['.\\sipaimages\\5\\21.jpg'],-18.43,380,31,,['61111114114111111750'],,9.00001111184311e+26,['1.........'],,
0,['.\\sipaimages\\5\\22.jpg'],-20.07,380,,,['0000..11111101110000001011441040'],,['717775771777777111077111131111711'],17,0.0,111110.1606111
0,['.\\sipaimages\\5\\23.jpg'],8.3,380,144,,118,,111.71111611455112,7.0,,1411110
0,['.\\sipaimages\\5\\24.jpg'],179.32,380,,,,,,,22,['0008000588662..0838812326552.27.0175..00278.04157']
0,['.\\sipaimages\\5\\25.jpg'],179.32,380,,,0,,['777777777777777777117777174.447100611114.11.110177'],0.2,3,511670364.1451
0,['.\\sipaimages\\5\\26.jpg'],179.26,380,0,,777711.11,,['436711111.14.1114111101.31.14111011111141131177341'],1.0,,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,380,18,7,10,,['116141171491.1114111101114.111511.1111376061113.5147'],137,,11
0,['.\\sipaimages\\5\\3.jpg'],10.63,380,4.775,,86062006,2,['0411111.105.9111'],,,70
0,['.\\sipaimages\\5\\4.jpg'],10.63,380,,,1111,,12177114111443.11,,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,380,71,,78,,41116.1111111111,1,3,['44110163810091111182404000007']
0,['.\\sipaimages\\5\\6.jpg'],10.63,380,1,,79,,11111,['.'],['.'],['0885261077861100067300254486531440477477711693100131114']
0,['.\\sipaimages\\5\\7.jpg'],9.3,380,1,['.'],1,,4.0111111,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,380,,,47,,71.1,,,1.0479040401011112e+27
0,['.\\sipaimages\\5\\9.jpg'],6.85,380,,,1116406162111,['...'],11,,,700000
0,['.\\sipaimages\\5\\1.jpg'],-7.94,381,41,1,1,,111144111114410371,0.4,,
0,['.\\sipaimages\\5\\10.jpg'],10.51,381,551140000,['..'],311144000000.0,,2.1063111118177577e+36,,1,['150114448000..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,381,1.1,1,,,['2351111511777000004004'],7,,1
0,['.\\sipaimages\\5\\12.jpg'],10.51,381,,,7,,['20778888844441177777771001111111141557'],1,,11111
0,['.\\sipaimages\\5\\13.jpg'],10.46,381,114441114,['.'],,,11111417344110111,,['.'],411011116911
0,['.\\sipaimages\\5\\14.jpg'],10.46,381,3,,334,,411411115746.0712,['...........174.4.'],,1
0,['.\\sipaimages\\5\\15.jpg'],10.69,381,770810.4,['.'],,,['1012219.8.53......7771877777717102111111'],0.1,['.'],['000.18641411410000.4']
0,['.\\sipaimages\\5\\16.jpg'],10.14,381,1141114014110001,['.'],1101711,['.'],11111192,,,1257
0,['.\\sipaimages\\5\\17.jpg'],10.23,381,1,,2111111,,11101111111311,,3334,113441117
0,['.\\sipaimages\\5\\18.jpg'],-19.53,381,1.3,,11011,['.'],['1171111467777711111114111111411.11.00104211'],317,['.3...'],16.57711114101
0,['.\\sipaimages\\5\\19.jpg'],-18.24,381,111,,['477195111111190.1191.1171114'],,['1711111711874111111144711111411111701907117010100077141779'],['.....'],,['91019..081011114']
0,['.\\sipaimages\\5\\2.jpg'],-7.94,381,0,,11,,11000056366,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,381,111112,['.'],['117974911114411111132366801404001'],['..'],['17777777513113311117046611100011011181414155'],,0.04,['142773.761111591871.7011061']
0,['.\\sipaimages\\5\\21.jpg'],-18.43,381,1,,1.710101016314142e+22,,1711111144007714,,0.4,10040561
0,['.\\sipaimages\\5\\22.jpg'],-20.07,381,,,47044477110001111,1,['71700000033031.771131117711411111100010991611110141.001911116'],['...1'],0.9,['.111.791111140049611']
0,['.\\sipaimages\\5\\23.jpg'],8.3,381,144,,104,,1111117,,,2774111
0,['.\\sipaimages\\5\\24.jpg'],179.32,381,,,,,,,,651716980311118.5
0,['.\\sipaimages\\5\\25.jpg'],179.32,381,,,0,,['197211111111118577771151111.91114411111111.4111111.111101177'],1111,['...'],['6080.900800.90.0610064106641114117184']
0,['.\\sipaimages\\5\\26.jpg'],179.26,381,7,,77777711.111,,11111419111141.111,3.0,,11
0,['.\\sipaimages\\5\\27.jpg'],179.26,381,62,,1,,['111774911710111067147111111160353111113149.71013.1.77'],7,['.'],1
0,['.\\sipaimages\\5\\3.jpg'],10.63,381,8660100614,,,,11001111.11,,,70
0,['.\\sipaimages\\5\\4.jpg'],10.63,381,9,,111,0.2,1110010410.111,,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,381,981,,78,,17111131.1111,,,
0,['.\\sipaimages\\5\\6.jpg'],10.63,381,4411771,,1414712073,9,77777777712111,,['1.41.'],['11728170040573486883000600006000111144186171774']
0,['.\\sipaimages\\5\\7.jpg'],9.3,381,8,1,11,,11112111,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,381,,,4,['.'],11,,0.4,18888.77366611156
0,['.\\sipaimages\\5\\9.jpg'],6.85,381,,,603640148511,,1111,,,7000.0
0,['.\\sipaimages\\5\\1.jpg'],-7.94,382,1,3,1,,1411417661744,,,11
0,['.\\sipaimages\\5\\10.jpg'],10.51,382,4115222,,0.0,,['0225411751.11661151.1'],,1,['42141430000000..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,382,1.1,1,711,,['5.1.11111117731177477772711110011'],1771,,['400000..']
0,['.\\sipaimages\\5\\12.jpg'],10.51,382,,,7,,['00004118151411111191553071'],3,,4111
0,['.\\sipaimages\\5\\13.jpg'],10.46,382,0,,,,['7.11...117767177777771111101111144.15111'],['.....1'],['.'],110116
0,['.\\sipaimages\\5\\14.jpg'],10.46,382,8,,7114,['.'],['.1111..1176614616......074411771111101111114111111'],51.0,,11
0,['.\\sipaimages\\5\\15.jpg'],10.69,382,,,,,434411.74,,,11111141
0,['.\\sipaimages\\5\\16.jpg'],10.14,382,41015411,['.'],16111298,1.0,110111,['.'],3.0,11250788073
0,['.\\sipaimages\\5\\17.jpg'],10.23,382,0.1,,['7481..'],,['255112514114014111111171011000000410'],1,3,730111141
0,['.\\sipaimages\\5\\18.jpg'],-19.53,382,1.3,,39141,['.'],0.1111114411141111,,5,18111714413101010114
0,['.\\sipaimages\\5\\19.jpg'],-18.24,382,['03..441111'],,['4771141114110801081611414'],['.'],['177411117146711111211116116114110019117'],7,3,1.111411104111111e+23
0,['.\\sipaimages\\5\\2.jpg'],-7.94,382,60,,11,,171.7771111111161,4.0,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,382,['11411.5.100'],1.0,['9115300081630.114578.71001010010100010'],3.0,['111331111078408112514111001141112'],,['..0'],111004.0161
0,['.\\sipaimages\\5\\21.jpg'],-18.43,382,11114111971,['.'],7710114114904.17,,['1.4110601197151.011143216111117'],['.......'],0.5,['84111110111611612145651052527111001161453011']
0,['.\\sipaimages\\5\\22.jpg'],-20.07,382,,,1.4771701111111112e+16,0.1,['4111477.77111111171111.55911141160401011'],11,['.'],114112111011111
0,['.\\sipaimages\\5\\23.jpg'],8.3,382,110,,114,,111111111111111,['...'],,111
0,['.\\sipaimages\\5\\24.jpg'],179.32,382,,,,,,,2,['6516001944841617.3.7880750113453881110810109897.52358.24041077']
0,['.\\sipaimages\\5\\25.jpg'],179.32,382,,,0,,['151111711.1747771141.11111001111.511.11126.0000177'],['.'],45,8.06023463345311e+22
0,['.\\sipaimages\\5\\26.jpg'],179.26,382,66.1,,777777777411.11,,['73411111.11.111181111008666310171124117177'],1,,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,382,18,7,11,,['11141006012111141111000110111111104.11.1411117197.7113.1.4.7'],37,,1
0,['.\\sipaimages\\5\\3.jpg'],10.63,382,9773534,,,,111111118111,,,70
0,['.\\sipaimages\\5\\4.jpg'],10.63,382,,,1.009329730744475,,['117711111.111...117.11081111111'],,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,382,71,,791,,7111171111,1,,1.1
0,['.\\sipaimages\\5\\6.jpg'],10.63,382,171111777,['..'],874,2,11711116,,41,['8623111671011441030029711.7080045614144411.1']
0,['.\\sipaimages\\5\\7.jpg'],9.3,382,8,1,11,,4141111.1,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,382,,,,,,,['.....'],['2141116628881001271610401741']
0,['.\\sipaimages\\5\\9.jpg'],6.85,382,,,4048847611,['.'],19,,,4217
0,['.\\sipaimages\\5\\1.jpg'],-7.94,383,41,3,1,,9171611111154,,,
0,['.\\sipaimages\\5\\10.jpg'],10.51,383,7117422200000.0,,['0000000..'],,['01.57141..1136221141477777777777771111711104'],,1,['141141400000...']
0,['.\\sipaimages\\5\\11.jpg'],10.51,383,41,,711,,1.8491882488441114e+17,['.4.'],,11
0,['.\\sipaimages\\5\\12.jpg'],10.51,383,7,,1,,137771123111.741,,1,['1442.1001114800000000..']
0,['.\\sipaimages\\5\\13.jpg'],10.46,383,,,,,1.1117777777777712e+23,['..................'],0.3,5410018113
0,['.\\sipaimages\\5\\14.jpg'],10.46,383,3,,34,,10411117571104111,1.3,,1
0,['.\\sipaimages\\5\\15.jpg'],10.69,383,781,,11,,,,,414479110000.4
0,['.\\sipaimages\\5\\16.jpg'],10.14,383,1.1113111,,114101114.1,,311114117141.111,,3.0,['411654010926016011022491116']
0,['.\\sipaimages\\5\\17.jpg'],10.23,383,401.1,,,,,,3,5149117144411
0,['.\\sipaimages\\5\\18.jpg'],-19.53,383,1.3,,39148,['.'],1.4001110777777112e+16,1,,185089111440011
0,['.\\sipaimages\\5\\19.jpg'],-18.24,383,144441.1001111,1,474949141111003.1,4,12.112113711111611,3,,1.4910503330144e+28
0,['.\\sipaimages\\5\\2.jpg'],-7.94,383,0,,11,,1414111411111111.2,3.0,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,383,,,['901115162675305.11.141462.11.011940100106'],['...'],['00011012121173111170466111111409109111514144471157'],['...'],['.'],140211110011066
0,['.\\sipaimages\\5\\21.jpg'],-18.43,383,1,,7710148141140498.0,,['11111114.1.111410007110521718101111018711'],['.'],,1111
0,['.\\sipaimages\\5\\22.jpg'],-20.07,383,,,2.20001114611111e+24,5,['6817310111.1.311111.241000104116'],,['.'],['1111111114110.11.04']
0,['.\\sipaimages\\5\\23.jpg'],8.3,383,151641,,1104,0.1,['11411111.170444471144.3'],,,16111
0,['.\\sipaimages\\5\\24.jpg'],179.32,383,,,,,,,['3...'],228780625257
0,['.\\sipaimages\\5\\25.jpg'],179.32,383,,,0,,['7171001110061111011141111111111121111001177'],,,109111157117441
0,['.\\sipaimages\\5\\26.jpg'],179.26,383,7,,60111.111,['.'],['1791373111401.11.1111411111.111.1111111771121177'],['..3.'],,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,383,18,,10,,['14611106311111111111111110717141110.101149.35539111111140.710114.775'],32.74,['.'],11
0,['.\\sipaimages\\5\\3.jpg'],10.63,383,10001,['.'],1000404,210.15,111111111110.54112,0.4,,70
0,['.\\sipaimages\\5\\4.jpg'],10.63,383,,,11,3,1211114111.111,['..'],,94
0,['.\\sipaimages\\5\\5.jpg'],10.63,383,71,,78,,111,,,11
0,['.\\sipaimages\\5\\6.jpg'],10.63,383,11144441111771,43.0,11,,163,,['.2.003'],4172411404558.01
0,['.\\sipaimages\\5\\7.jpg'],9.3,383,1,['.'],11,,1.11111,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,383,,,,,,,['...'],248828601161024741
0,['.\\sipaimages\\5\\9.jpg'],6.85,383,,,['8000004190050101648686020114444611111'],['.'],9,,,4222112010471
0,['.\\sipaimages\\5\\1.jpg'],-7.94,384,41,5,1,,1111.111111221254,,,
0,['.\\sipaimages\\5\\10.jpg'],10.51,384,71152220000.0,1.0,['0000000..'],,1101117.1,,1.0,['1141141480000000000..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,384,1.1,1,711,,['172527521111118141150'],,,11
0,['.\\sipaimages\\5\\12.jpg'],10.51,384,7,['.'],1,,['64117777777000118177511'],,0.1,42011141
0,['.\\sipaimages\\5\\13.jpg'],10.46,384,,,,,444114411011,,['.'],410114111600000001
0,['.\\sipaimages\\5\\14.jpg'],10.46,384,8,,334781,,['1111111115900111777.111772520.41111945117'],['.'],,1
0,['.\\sipaimages\\5\\15.jpg'],10.69,384,14,,511611113,0.1,7000117100211112.0,['..'],,441791000.4
0,['.\\sipaimages\\5\\16.jpg'],10.14,384,4111511,,411.41711011,['.'],['53041.1111000..'],,['.'],['17800060105551111110011']
0,['.\\sipaimages\\5\\17.jpg'],10.23,384,74008001,,,,1.11111011,0.4,,5141149
0,['.\\sipaimages\\5\\18.jpg'],-19.53,384,1.3,,117,['.'],['741111111114600104018'],,1,85.1174801913341
0,['.\\sipaimages\\5\\19.jpg'],-18.24,384,11,,47744491411100.195,['..'],['4117111111011100117151834111111146111112211116261166114141401004111710.157130531.483181011179'],2,17.0,['1115118111.1918170111004.0610616108161111']
0,['.\\sipaimages\\5\\2.jpg'],-7.94,384,0,,11,,['1711177111111111.1.1111111577772341'],1,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,384,173,3.0,9.091111858121009,,['00111100111141111092115'],1.0,51.0,79104.02
0,['.\\sipaimages\\5\\21.jpg'],-18.43,384,1,,2544110120011.9,['......'],['0191167777777711118131111141114111.11611670109911510095.231177'],['......41'],,
0,['.\\sipaimages\\5\\22.jpg'],-20.07,384,,,['000000003011111191111141111970'],0.1,1.1011006011177773,15,['33..00'],['171111116111114106101111110404615141']
0,['.\\sipaimages\\5\\23.jpg'],8.3,384,140,,104,,['1141111111111111000277711151111111'],['..'],['.'],['11000000....0']
0,['.\\sipaimages\\5\\24.jpg'],179.32,384,,,,,,,['....83'],['00000061748111088800865746710224200111054127460055111']
0,['.\\sipaimages\\5\\25.jpg'],179.32,384,,,0,,['777777151611411.111.111100177'],,4,20741741
0,['.\\sipaimages\\5\\26.jpg'],179.26,384,7,,7777777001.11,,['1472.11518199111131.11.11101111111.31.11117111177'],,,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,384,18,7,11,,['11141011001114177141118111114144155371111111190.01177.0517'],,['.'],11
0,['.\\sipaimages\\5\\3.jpg'],10.63,384,40,['.'],6200114,500,1111111111112211,,,70
0,['.\\sipaimages\\5\\4.jpg'],10.63,384,,,63411,135,671111111.11115,['.'],,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,384,71,,78,,111041111111000.0,,['.'],['711111700080794...1474']
0,['.\\sipaimages\\5\\6.jpg'],10.63,384,,,17974,['.'],['11547711111111411117717714'],,31,['100124177143165486281230151009101727771700141411811000']
0,['.\\sipaimages\\5\\7.jpg'],9.3,384,1,['.'],11,,1111,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,384,,,4,,1,,['.'],8.00000014001e+20
0,['.\\sipaimages\\5\\9.jpg'],6.85,384,,,['14412144817140856260141'],,,,,1000000047
0,['.\\sipaimages\\5\\1.jpg'],-7.94,385,41,8,1,,1155,,,
0,['.\\sipaimages\\5\\10.jpg'],10.51,385,48154222008,['.'],['0000000000..'],,74.11176514411115,,['.'],['024140000000..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,385,1.1,1,77811,,['1.1111173055241439034134441111161610149115.1111117411111777771133335227'],['...'],,['59111449400..']
0,['.\\sipaimages\\5\\12.jpg'],10.51,385,,,101,,21111117.711111512,,,4471114
0,['.\\sipaimages\\5\\13.jpg'],10.46,385,,,,,177777777115.8514,['.'],['.'],141011110
0,['.\\sipaimages\\5\\14.jpg'],10.46,385,8,,614,['.'],['317777777711777144011010101111'],['...............4..'],,11
0,['.\\sipaimages\\5\\15.jpg'],10.69,385,,,,,4111114141111,,,1141000.4
0,['.\\sipaimages\\5\\16.jpg'],10.14,385,401511,,4011.417119101,,['06941114111.1.1110111111'],['.'],,11514488740162164116
0,['.\\sipaimages\\5\\17.jpg'],10.23,385,0,,711,,777111157654.411,['.'],3,20771
0,['.\\sipaimages\\5\\18.jpg'],-19.53,385,1.3,,1174,,['177441411010491042111'],,394.0,['1161601441811741010111111']
0,['.\\sipaimages\\5\\19.jpg'],-18.24,385,901,,['477444411411100.1171.7101114'],['.....'],['0011111111810711111114611141331411170197111000310881111161'],1.74,,1.711170810060123
0,['.\\sipaimages\\5\\2.jpg'],-7.94,385,7,,11,,11.211111111101111,['.....4.'],,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,385,11090,,['7974.911111170960016530.05446001017'],4.0,7711735351111.173,5,1,177321911100110661
0,['.\\sipaimages\\5\\21.jpg'],-18.43,385,11,,1111411111001911021,,['11114171411101411110401100014121001773771160'],['.'],90,['1.7718111100041066752.2101']
0,['.\\sipaimages\\5\\22.jpg'],-20.07,385,,,['10000.000141111111111.1611110111'],2,['111171111251111110111111.2111101122111102.711112101'],['..112'],0.1,111111901.161
0,['.\\sipaimages\\5\\23.jpg'],8.3,385,1144,,17,,['114111111.1.1100311144781.7111'],['.'],,191110
0,['.\\sipaimages\\5\\24.jpg'],179.32,385,,,,,,,3,['4523858142050090556091040245100411']
0,['.\\sipaimages\\5\\25.jpg'],179.32,385,,,0,,1.9771118111111715e+41,3,2004,2.0101196020053e+23
0,['.\\sipaimages\\5\\26.jpg'],179.26,385,5,,641.11,['.'],['27711111112745733110000106111111.11.4111111711121114777'],['..'],,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,385,18,,10,,['18417514537141111111111111.111111111841811.1017140.11077.0.17'],1.7,,11
0,['.\\sipaimages\\5\\3.jpg'],10.63,385,6,,63022204,15,1114111.1111111112,['.'],,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,385,4,,11,1.0,['164111111111.11000611111111111111125.1'],['...1'],,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,385,71,,78,,11161011191,,,1.7111110100002412e+25
0,['.\\sipaimages\\5\\6.jpg'],10.63,385,110411771,2.0,194449,,0.12111744,['.'],1,55786810840.63414
0,['.\\sipaimages\\5\\7.jpg'],9.3,385,1,['.'],11,,11110411111414,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,385,,,119,['.'],,,,410100010007401
0,['.\\sipaimages\\5\\9.jpg'],6.85,385,,,4840,,1111311,,,4411110000.11
0,['.\\sipaimages\\5\\1.jpg'],-7.94,386,198,7,1,,111111213471,,,
0,['.\\sipaimages\\5\\10.jpg'],10.51,386,71114222,['.'],['400000000...'],,111131111,,1,['02.143400000.']
0,['.\\sipaimages\\5\\11.jpg'],10.51,386,1.1,1,711,,7.111411111111e+26,['7.1..'],,71
0,['.\\sipaimages\\5\\12.jpg'],10.51,386,,,1,,20577777777111,1,1,1711141
0,['.\\sipaimages\\5\\13.jpg'],10.46,386,14.1,,,,['7..57111...11701141110111111111401'],,0.11,21011311
0,['.\\sipaimages\\5\\14.jpg'],10.46,386,31,,7411451,0.3,3.411777113111777e+39,['..'],,111
0,['.\\sipaimages\\5\\15.jpg'],10.69,386,1111,,,,['4115495.7777777002610000108.7111117.71111'],7,,171711191
0,['.\\sipaimages\\5\\16.jpg'],10.14,386,441081154111,['.'],11401111,,121714111,,['...'],11111771014241128141
0,['.\\sipaimages\\5\\17.jpg'],10.23,386,11,,,,4111121,,,78214
0,['.\\sipaimages\\5\\18.jpg'],-19.53,386,1.3,,1174,,['11177771410777777711071114116114010911'],1,['.3..'],1179072411114701
0,['.\\sipaimages\\5\\19.jpg'],-18.24,386,77.34441361191402,['.'],['47714444111411197031018801081611114'],,['000177777777711111111.11111111146111112411160041655711652111610701.129219001191171'],42.0,['.'],['1710000113711001.06842.08161']
0,['.\\sipaimages\\5\\2.jpg'],-7.94,386,0,,11,,111111711111,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,386,71,['.'],['14811698770860.4.97110469044'],['.'],['101331111711111911101424175'],,['.'],['86622064866617410817']
0,['.\\sipaimages\\5\\21.jpg'],-18.43,386,11,,6.711191010121411e+19,['........'],1.7111111141141793,['.'],553,11
0,['.\\sipaimages\\5\\22.jpg'],-20.07,386,,,['022230014111111111111114'],1,1111101011111411.2,,30,17111.71117792174
0,['.\\sipaimages\\5\\23.jpg'],8.3,386,1410,,10.1,['.'],['11.171111111111717757.71111441'],153,,116111
0,['.\\sipaimages\\5\\24.jpg'],179.32,386,,,,,,,1312,['400018871411470846088865657155431431141596118140669241208850111']
0,['.\\sipaimages\\5\\25.jpg'],179.32,386,,,0,,['199711114571117471101.16.1111100077'],,3,200011781
0,['.\\sipaimages\\5\\26.jpg'],179.26,386,0,,177777770211.114,,['111979111111.11.11141111111.41.11111117111210012277'],['.'],,11
0,['.\\sipaimages\\5\\27.jpg'],179.26,386,18,7,,,['14447771117141111711111.111111116111114.10.14111111190.71177.437'],107,['.'],11
0,['.\\sipaimages\\5\\3.jpg'],10.63,386,7053,,66302060,513,11111111111111,['.'],,11
0,['.\\sipaimages\\5\\4.jpg'],10.63,386,79,,111,51,1.4111111110060448e+17,['.'],,1
0,['.\\sipaimages\\5\\5.jpg'],10.63,386,71,,78,,77111101131,,,2141111
0,['.\\sipaimages\\5\\6.jpg'],10.63,386,1111044777,1.0,8117,5.0,71.11,,8,['1080241160214.7080488085110142672.71167511']
0,['.\\sipaimages\\5\\7.jpg'],9.3,386,1,,11,5,1111101541,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,386,,,459,,,,['.5...1'],50114148.61218111
0,['.\\sipaimages\\5\\9.jpg'],6.85,386,,,6804473478711,['..0'],111111,,,4444111000011
0,['.\\sipaimages\\5\\1.jpg'],-7.94,387,41,8,1,,['11714141111111411117112544'],4,,
0,['.\\sipaimages\\5\\10.jpg'],10.51,387,71158065550,,['81400000000000..'],,['511227411777610000341887111771111711111112222610000000061'],['.'],1,41147400010.0
0,['.\\sipaimages\\5\\11.jpg'],10.51,387,1.1,1,77081,,11111115117151017,,5.0,['05150313111100..']
0,['.\\sipaimages\\5\\12.jpg'],10.51,387,,,1,,['5.1117171255444.77712377711000001111001110115537'],11.0,1,1011111
0,['.\\sipaimages\\5\\13.jpg'],10.46,387,,,,,1106.5116041797112,['.'],4,41011000000000
0,['.\\sipaimages\\5\\14.jpg'],10.46,387,3,,7341,['.'],['4111777414191.577777117131754111111111163114.411'],0.4,,1111
0,['.\\sipaimages\\5\\15.jpg'],10.69,387,781,,15111139,,61441115221111118,['.'],['..42'],4341161100000000
0,['.\\sipaimages\\5\\16.jpg'],10.14,387,101511,,111,['.'],281112,['.'],3.0,1.5112148101800015e+18
0,['.\\sipaimages\\5\\17.jpg'],10.23,387,0,,['371741177947371741737733588'],,11.11,,53,4777811181417
0,['.\\sipaimages\\5\\18.jpg'],-19.53,387,1.3,,['.....700071100131'],,73000017119171131,7,['.35..'],111114781611406
0,['.\\sipaimages\\5\\19.jpg'],-18.24,387,,,477491141110.1108,,['11.1817777311111110017110103411111141.1153118307104171700125008111159'],['.....7'],,['31111000114220810117']
0,['.\\sipaimages\\5\\2.jpg'],-7.94,387,10000372,,11,,['714141211111111111711111112777551'],['.3.31'],,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,387,283,['.'],79491000021530,,['11111300070107194102411311'],0.17,['..'],['1.27770008682561115011.069']
0,['.\\sipaimages\\5\\21.jpg'],-18.43,387,1,,7.310111214141903e+18,,1.471111411091017e+21,['0..'],9498,49571
0,['.\\sipaimages\\5\\22.jpg'],-20.07,387,,,619118114,4,['4310000004331112111114411110920111'],['..1'],['1...4'],['1131111111287417119040161']
0,['.\\sipaimages\\5\\23.jpg'],8.3,387,155914,,87,,11111111171101,,9,['1000..0']
0,['.\\sipaimages\\5\\24.jpg'],179.32,387,,,,,,,['.'],5.113865540118127e+31
0,['.\\sipaimages\\5\\25.jpg'],179.32,387,,,0,,['000001777777111111.1.1101.511.1111000177'],['..'],['.'],215006618020.0
0,['.\\sipaimages\\5\\26.jpg'],179.26,387,4,,6333426211.11,,['71777411717917741711111.11100060011611.1111111117112114477'],1.0,,1
